,game,comment,username,confidence
1043,Spyro Reignited Trilogy,"JV.com qui met des 17 ou 18 à COD et un 15 à ce putain de remake de Spyro xD Les gars ont fait un boulot de dingue, et ça se ressent à travers tous les pixels combien ils sont passionnés par le matériau de base et ça fait un bien fou de se rebalader dans ces contrées avec des graphismes au gout du jour.",Lyriondel,LOW
1044,Spyro Reignited Trilogy,"Donc comme maintenant un 20/20 ne correspond pas à un jeu parfait mais à un jeu dont ""les qualités compensent largement les défauts"" bah ici on à un jeu parfait, qui ne prends pas le matériau de base ni les joueurs pour de la merde. Malheureusement je ne peux pas lui mettre 60/20 car y'a deux autres jeux dans cette trilogie qui valent chacun 20/20 d'où ma note extrêmement basse.",Tathu,LOW
1045,Spyro Reignited Trilogy,"Spyro, c'est le héros de mon enfance! La raison pour laquelle j'ai adoré la playstation et qui m'a fait devenir une vraie gameuse.Tout le monde en a déjà parlé avant moi, alors je serai brève: le jeu est magnifique, la bande-son me rappelle l'original tout en étant nouvelle, et j'apprécie globalement le re-design des personnages. Et pour la première fois, j'ai fini le 1e jeu à 120% (20 ans plus tard mais il n'est jamais trop tard)En somme, je garde ce petit trésor précieusement dans ma bibli JV <3",Watachan89,LOW
1046,Spyro Reignited Trilogy,"Toujours aussi bon jeu 20 ans plus tard. J'ai passé tellement de temps sur ce jeu dans mon enfance et ce jeu à su raviver ces souvenirs...Positif :
Graphismes très beaux
Feeling identique à l'original
3 jeux pas cher (environ 25/35€)
Bande son originale et remasterisé au choix
Bonne durée de vieNégatif :
Les jeux ne sont pas complets sur le CD et nécessite un téléchargement supplémentaire... et donc cd incomplet sans internet
J'aurais aimé du contenu additionnel, autres niveaux etc... Bref super jeu que j'adore et qui a une place particulière dans mon coeur de gamer.",manuvw22,LOW
1047,Spyro Reignited Trilogy,"Je vais être honnête, j'avais un appriori sur cette licence. N'y ayant jamais joué je ne savais pas à quoi m'attendre.
Et je suis bluffé !
La qualitée des animations est remarquable, la fluidité et la cohérence est présente jusque dans les moindres détails. L'humour, la narration, le lore sont de meilleures qualités  que dans bien des AAA.
Merci aux développeurs d'avoir remis au goût du jour cette licence génial !",ElBanana42,LOW
1048,Spyro Reignited Trilogy,"j'ai joué et rejoué au 1 et 2 (mon préféré de la trilogie) pendant des années et encore cette année pour un rappel avant cette sortie.
le 3 je ne l'ai fait qu'il y a 6 mois et j'ai eu beaucoup de mal à apprécier cet opus mais le reignited m'a fait rehausser mon avis sur la saga de la sorcière et quand aux autres.. un véritable coup de foudre j'ai fini la trilogie en une vingtaine d'heures en prenant le temps d'admirer les paysages qui sont époustouflants.
quelques rectifications du gameplay qui simplifie. Je ne commenterai pas le ""datage"" car le gameplay était super à l'époque et n'ayant surtout changé que le graphisme Toys for Bob mérite des éloges pour ce travail reparti de zéroseul bémol, d'où le 19/20 c'est qu'il n'y a qu'un jeu sur la version disque et que le patch a été long alors que j'ai une bonne connexion mais voilà cela ne m'a pas empêché de savourer cette trilogie comme il se doit",Lotzofdestiny,LOW
1049,Spyro Reignited Trilogy,Je vais mettre 20/20 même si à mon goût le jeu mérite 17 histoire de remonté la note car là franchement c’est du foutage de gu*ule quand je vois que vous arrivez à mettre 19 a une merde comme red dead et un pauvre 15 à cette trilogie je me demande ce qui ne tourne pas rond dans vos crâne,LxA_Drake,LOW
1050,Spyro Reignited Trilogy,"Pour moi cette note représente ce que le jeux est, il faut savoir apprécier un jeux avec ces bugs et autre... toute la passion qui a été mis pour la création de ce jeux ne doit pas être négliger à cause de ces problèmes (qui peuvent être corrigé avec un patch), ce jeux est la et restera l'une des sortie les plus importante de cette année",Tomokorisatu,LOW
1051,Spyro Reignited Trilogy,"Un peu daté ? Pourquoi titrer ça alors que le jeu à 20 ans ?Très belle remasterisation, de nouveaux doublages cependant, mais de qualité (anglais et VF). C'est un grand plaisir de retrouver Spyro et des jeux de ce genre avec de jolis graphismes, bien colorés. Ravira les petits et les grands enfants !",FunckyTimes,LOW
1052,Spyro Reignited Trilogy,"Ce jeu est un petit bijou, il mérite bien plus que 16 de moyenne, hélas cette communauté qui s'infantilise sur JVC n'aide pas avec des notes punitives en dessous de 5.C'est un petit bijou je retrouve le plaisir de mon enfance et un superbe boulot de la boite TOYS FOR BOR BOY derriere le jeu.",Bajam_returns,LOW
1053,Naruto to Boruto : Shinobi Striker,"Excellent jeu,  j'adore le fait de personnalisé son personnage et aussi énormément de choix pour les missions et le mode en ligne est vraiment super. Et les combats à 4 contre 4 sont vraiment palpitant. Je vous le conseille fortement.",Kev4378,LOW
1054,Naruto to Boruto : Shinobi Striker,Jeux très intéressant niveau Online.. Aujourd'hui il ya une maj donc nous verrons bien si les mec font leur boulot surtout quand ton jeux plante et que tu te prend -1000 point de ligue dans le cu et par dessu ça la game continue et les mec ce retrouve à 3 vs 4 ce qui est pas tolérable,Val13013,LOW
1055,Naruto to Boruto : Shinobi Striker,Jeux similaire à dragon ball xenoverse que j’adore donc sans aucun doute celui la je l’adore aussi même si il aurait pu pousser le jeu un peu plus loin pour personnaliser le personnage crée mais sinon dans l’ensemble le jeu c’est fun,BullDogg934,LOW
1056,Naruto to Boruto : Shinobi Striker,"Je gonfle la note pour augmenter son total ... Je donnerais en réalité 14/20 a ce jeu.Certes gros manque de contenu ( plus de technique et plus de personnalisation )a sa sortie mais gameplay tres addictif et tres bien pensé !Les devs nous prouvent leurs envie de faire evoluer le jeu par des mises a jour récente ! La dernière en date montre des modifs dans les techniques , reglage du verrouillage camera qui était horrible et pour ceux qui ont le dlc .. notre bon vieux jiraya !",dioje2f,LOW
1057,Naruto to Boruto : Shinobi Striker,"14.5/20 .. Mais faut remonter les notes omg..C'est alarmant de voir le nombre d'abrutis sur les jeux de nos jours...http://prntscr.com/lhbr5c traduction fr. Le jeu est présenté comme un jeu 4v4. Du PvP, only!Alors à tout les pleurnichards ou accro aux PvE (Players versus Ennui..)non, ce jeu n'est pas bon, oui il est vide et nul à chier.Pour les joueurs PvP qui ne veulent pas faire de BR ou FPS, ce jeu est très agréable. Evidemment si vous êtes du genre totalement noob et un peu débile sur les bord, si vous voyez un lvl 500 alors que vous êtes level 30 et que vous pensez avoir perdu, alors il y a de fortes chances que vous perdiez.. Car, hey, le level est un indicateur bidon dans ce jeu.Je ne suis pas un fan de Naurto, ni défenseur à tout prix. Je crache juste avec grand plaisir sur tout ces joueurs qui achètent un jeu sans savori ce qu'il y a dedans, puis se plaignent de ne pas avoir ce qu'ils voulaient ALORS que le jeu était clair quand à son orientation.Balancez vos notes lamentable bande de lamas aveugles décérébrés.Bon jeu 4v4, de suite plus fun en groupe.Negatif:
Manque d'un chat réel.
Quelques lag ici et là.
Les glands qui crachent sur le jeu et lui font mauvaise pub.Positif:
La possibilité d'être totalement différent sans être moins bon.
L'équilibre des classes (oui oui je vous jure! Pas de stats malades, tt le monde a accès à tout.. le top niveau équilibre?)Bref.. Encore une preuve que le joueur PvE a tué les jeux en ligne.",MihoChung,LOW
1058,Naruto to Boruto : Shinobi Striker,"Ce jeu est bien.
Il y a pas trop mal de contenu si on prend le temps de chercher et débloquer tout du jeu. Sachant le nombre de DLC qu'ils vont sortir, je pense qu'il y aura assez de contenu pour que les joueurs y jouent.
Les combats paraissent à première vue assez brouillon. Mais finalement ça devient technique car étant donné qu'il n'y a pas une multitude de possibiilité de combo, il faut apprendre à ne pas mourir esquiver et bloquer tout en essayant d'attaquer et d'aider ses alliés.
Le mode coop ou solo est super. Je trouve qu'il est particulièrement intéressant quand on débute le jeu pour apprendre les bases et s'entrainer à avoir des réflexes.Au niveau de la customisation, j'aurai bien aimé en avoir plus. Mais je ne m'inquiète pas sur le fait que ça va venir avec les DLCs.Le système de récompense est bien. Même si vous perdez vous gagnez toujours quelque chose.Je recommande ce jeu à ceux qui ne pense que c'est un jeu de combat et RPG. C'est un jeu comme un FPS mais dans l'univers NARUTO. Donc ne comparez pas ce jeu à un STORM car ce n'est pas comparable, ce n'est pas le même type de jeu.",KuroiShiki,LOW
1059,The Crew 2,"Bonjour,Bonsoir.
Je vais vous donner mon ressenti dans ce jeu qu'est The crew 2.Tout d'abord je vais parler du sujet qui fâche :
Les graphismes.(Je joue sur pc en ultra donc cela peut différer selon votre config évidemment) Mais globalement je suis enchanté par les graphisme;Si certaines textures (lointaines) peuvent être moche, cela reste rare et le jeu reste très joli (surtout pour une carte de cette envergure) :     -La carte :les joueurs de TC1 ne seront pas dépaysés .La map est totalement retravaillé(plus(+) de destructibilité,on peut aller réellement partout toit des immeubles etc....) et surtout tout est fun, il y'a des rampes,raccourcis et l'on peut faire toutes sortes de cascades.(Choses impossibles dans NFS ou d'autres jeux de courses par exemples)D'un point de vue conduite...c'est de l'arcade...comme prévue...comme annoncé...bref pourquoi se plaindre du manque de réalisme? les voitures répondent bien  c'est intuitif et plaisant. Pour ce qui est des motos et powerboat ça ne se joue qu'en vue FPS car sinon cela est vite ennuyant.(En vue FPS c'est très prenant et  la sensation de vitesse est vraiment présente)-Ensuite la durée de vie. Étonné que des gens puissent la trouver courte. Je m'explique, après une dizaine d'heures de jeu intensif (avec de l'exploration  bien sûr) Je suis icone 1...au début je me disais déja?!! si vite?!! puis j'ai vu quel pallier il fallait pour cette voiture :    et là je me suis dis que j'en avait pour encore un bon bout de temps de jeu pour passer ces 599 palliersMais à quoi bon? me direz-vous, si le jeu est répétitif! Eh bien...vous allez adorer...des types de conduites variées (bateaux de course,de speed,avion de cascades,de course voiture de drift,circuit,tout terrain et j'en passe) mais surtout CHAQUE course est différente. Entre des courses dans des véhicules spéciaux (road-trip en harley davidson) des courses totalement déjantés (live extrem pour ne citer qu'eux avec des voitures de circuit dans les égouts). Les courses normales quand à elles sont aussi répétitives que dans tout les jeux de courses du monde...à la différence que chaque course à un circuit unique...""Ouais mais l'IA est archi cheaté bouhou c'est dur""…   -_-
non...juste non...
L'IA est juste agressive,bien plus que dans TC1 (ce que je trouvais gênant car 1min d'avance à la course finale c'était dommage);Mais elle ne cheat pas pour autant,vous pouvez vous sortir de temps en temps et tout de même arriver premier.Mais au moins elle offre un challenge et rend le jeu plus agréable en déplaise à certains qui habitués à certains jeux où le frein ne sert à rien et où le bourrinage passe partout et même en cas de sortie l'IA vous attend.Alors certaines courses sont très techniques,notamment les course de touring car,car l'IA prend des trajectoires très bonnes et à une voiture aussi bonne que la votre car comme ils le disent ingame ""Le pilote et la trajectoires vous rendent invincibles pas la voiture"" donc oui foncer à toute bringue ne vous feras pas gagner mais une conduite de ""circuit""(ptêt pour ça le TOURING car)vous fera gagner. ""peu d'épreuves "" regardez par vous mêmes (icone 1 je rappel sur au moins 600 )(j'en débloque encore )  (93 COURSES DIFFERENTES)  (144 défis et on en débloque au fur et à mesure) (et 65 highlights  ((pas très important))Politique de DLC...Bah honnêtement...oui il y'a des DLC comme dans quasiment tout les jeux maintenant...différence c'est que sans DLC le jeu à un contenu énorme, des mises à jours GRATUITES comme dans TC1 vont ajouter du contenu GRATUIT et les DLC seront surement dans la même idée que le 1 donc des petits rajouts.Donc est ce que ça mérite le 0 pour ça ?Bref voila mon avis...qui va surement se faire descendre parce que bah ....UBICHIOTTE DONC C NUL BOUHOU C MOCHE DOWNGRADE ARCADE C DLA +++++ PA DE KONTENU…
mais quelques défauts :Le jeu à des textures lointaines(LOINTAINES!) moches (après sur PS4 et Xbox ou des pc peu puissants je ne sais pas)
pas ENCORE de pvp (mais le pvp sauvage,pve,course en crew possible)Bref voila mon avis sur le jeu...J'espère que vous le respecterez et je vous remercie pour votre lecture.J'ai essayé de l’étoffer d'images pour montrer ce que j'avance et j'espère que vous ne vous laisserez pas avoir par les 0 à la pelle que le jeu reçoit (haters hein) car il mérite indéniablement au moins 15 quoiqu'on en dise.Mais pour moi ce sera un 20/20 pour les fantastiques heures que j'ai et que je vais encore passer dessus MERCI",rerem,LOW
1060,The Crew 2,"20/20 pour remonté un peu la note vu le nombre de kikoo sur jvc qui n'ont même pas le jeu en foutant des notes non mérité.Sinon le jeu est très bon dans son ensemble mais faut y joué minimum 10h pour voir tout le potentiel du jeux, au début c'est mou, trop mou mais après quelques modifications et déblocage de véhicules ont voit que le jeu est très complet, beaucoup d'épreuves , beaucoup de véhicules, la map est énorme et ont prend toujours un énorme plaisir à la parcourir au guidon d'une harley ou autres véhicules.Il y a tout , bateau,moto, voiture, f1, rallye, drag, drift etc ... De quoi tenir de très longues heures. Tout est personnalisable, aussi bien les voitures que votre garage ou votre pilotes.Techniquement sur  pc c'est très propre en ultra, malgrès un peu de clipping et les rétro toujours flou le jeu est dans l'ensemble bien opti et jolie à voir.Bref par rapport au 1er tout est mieux, ils ont écouté la comu et c'est tant mieux, bravo ! Le gameplay à moto (cross )  par contre est à revoir complètement.J'aurais mis 15/20 si la comu de jvc n'étais pas rempli de pyjamas.Vous cherchez un jeu fun et sans prise de tête avec beaucoup de contenu c'est ce jeu de voiture qu'il vous faut en attendant le prochain forza.",Marleydu73,LOW
1061,The Crew 2,"En l'état actuel, hors saison DLC/ajout tous les 3 mois le tout pendant 1 an, je donne la note de 13/20.
(donc 20 pour remonter la global vers 13) Je note le jeu pour ce qu'il  propose le jour de l'achat. Pourquoi 13, pour essentiellement 2 points. 
- Les graphismes, qui ne sont pas aussi moche dans l’ensemble que certains peuvent laisser croire mais il y a des textures par endroit vraiment affreuses. Le jeu a un soucis de distance d'affichage des textures low, medium et high. Le plus gros soucis étant que certaines des textures de sols sont dégueulasse et elles recouvrent de grandes zones comme des plaines, et ça pique les yeux. Des immeubles à 3km, ou qui change à 680m de low à high ça pique aussi. D'autant plus visible en avion, ça n'en reste pas moins ciblé. Là ou d'autre textures reste propre, voir joli pour certaines comparé aux autres. Mais de près tout est propre et jolie. Pourquoi laisser des textures moches que tout le monde voient et même que certains vont se servir, a juste titre, pour généralisé l'aspect dégueulasse du titre !?Le 2ème point c'est les activités, les disciplines, les courses.- Si on n'est pas friand de tout ce qui est proposé alors on perd du contenu. 14 disciplines au lancement... autant de possibilité à ne pas aimer.  Manque vraiment des courses et activités qui fasse profité du décors... peut être dans le futur... mais plus tard c'est plus tard. Il y a 1 une course de 40m en disciplines hypercar et c'est la plus longue. Les 3 autres courses hyper car sont entre 12-15min. Les autres disciplines ne vont pas au dela et sont souvent bien en dessous car ce sont des tours d'un circuit et non un point A - B à part quelques execeptions.Pour le reste, il est fun, assez complet pour celui qui aime toute les disciplines, la conduite tout dépend de chacun et du feeling mais sans jouer comme un demeurer elle est bonne mais on a tendance à faire boule de flipper quand même. Les motos, hélico en vue à la 1ère personnes sont superbes pour les balades.
Des moments jolis, les effets météos (souvent du cache misère) sont superbes et rendent le jeu vraiment joli avec une ambiance agréable. Si vous passez outre les problème de textures, le jeu est un bon jeu de voiture ARCADE.",Piankhi,LOW
1062,The Crew 2,Très bonne suite et jeu ce The Crew 2 ! De quoi s'amuser cet été et beaucoup plus si les dev s'occupent bien des prochaines mis à jour et améliorations.,r3boot,LOW
1063,The Crew 2,"Je donne la note de 20 sur 20 pour faire remonter la moyenne ( 12/20 sérieux ?),  ma note réelle étant de 16/ 20.Pourquoi cela ? Parce qu'il y à tout ce que je recherche dans un jeu de voiture : sensation de liberté, beaucoup de fun, une map énorme, et cerise sur le gâteau : la possibilité de piloter avions et bateaux.Merci aux développeurs pour leur boulot, et sur ce je retourne jouer",Lightblue82,LOW
1064,The Crew 2,"J'ai l'impression que les jeunes en demande trop, jamais content, ils ne voient même plus le travail que c'est de faire ce genre de jeu...J'ai hésité a me le prendre a cause de la note et de certains commentaires, je l'ai acheté hier a 19,99 en promo sur le store, et je regrette pas !Pour la conduite vous vous attendiez a quoi ? on est pas sur assetto ou PC la   elle est pas mieux dans NFS Heat meme pas sortie et GRID 2019... en parlant de ces jeux que la plus part adorent, sachez que les graphismes sont un peu plus jolis mais que les développeurs sont des feignasses, 13 circuits pour grid, tu mettonne qu'il est beau ( et encore )  , ce genre de jeux n'a pas une duré de vie supérieur a the crew 2, une fois payback terminé quesquon se fait chier...j'ai 33 ans, et pour ma part j'avais jamais vu de jeu comme the crew 2...Les graphismes sont pas exceptionnels et pas moches non plus et il y a pas de retro, voila les 2 points moyens.Vous avez deja vu un jeu avec, des motos, des bagnoles de drift, F1, super cars, dtm, raid, cross, bateaux, avions, destruction derby, monster truck, avec la possibilité de custom les véhicules dans vos propres locaux, en pouvant admirer vos bolides sur plusieurs étages, faire le tour de cette carte immense, le jour, la nuit, sous la pluie, sous la neige, avec un mode photo ou vidéo, mode photo ou on peut régler le temps lheure les degats, avec des petits défis un peu partout, y compris en ligne, en plus des courses principales, avec la possibilité de passer d'une caisse a un avion a un bateau en 1 seconde et de se balader n'importe ou ? moi pas.il y a les salissures sur les bagnoles, des dégâts, on peut apercevoir des animaux de temps en temps, il y a toutes sortent de récompenses pour booster vos bolide, on peut même faire de aéroglisseur ou se balader a pied dans nos QG... je veux bien qu'en 2020 on soit assez exigeant, mais va falloir comprendre que c'est soit le contenu, soit les graphismes... je mets 20 pour remonter la note, il mérite 16",Ocus182,LOW
1065,The Crew 2,Je lui met un 20 pour remonter la note car je me demande vraiment si ceux qui ont mis entre 8 et 0 ont vraiment le jeu... pour ma part c'est un régal comme le 1er malgres les défauts qui seront je l'espère corrigé au fil des mises à jour.,kuniodu11,LOW
1066,The Crew 2,"Hop hop hop on compense les 0/20 des trolls... le jeu vaut un 16/20, meilleur que le 1, un gameplay et un contenu plus que corrects mais les graphismes sont imparfaits et le jeu est parfois difficile. (Mention honorable pour l'excellente optimisation et le drift que rappelle celui de NFS UNDERGROUND 2)",ohunemuraine,LOW
1067,The Crew 2,"Je met 0/20 pour la pronciation d'Epyon sur le test.. Aucun effort linguistique sérieux ça pique les oreilles... Crou ? Nan ça n'existe pas en anglais, CreW
 => https://dictionary.cambridge.org/fr/prononciation/anglais/crewSinon J'en sais rien ;) Mais j'avais besoin de sortir ça publiquement.",sdevilcry,LOW
1068,The Crew 2,"le jeu est très bon dans son ensemble et a un grand potentiel , le jeu est très complet, beaucoup d'épreuves , beaucoup de véhicules, la map est énorme et ont prend toujours un énorme plaisir à la parcourir !Il y a tout , bateau,moto, voiture, f1, rallye, drag, drift etc ... De quoi tenir de très longues heures. Tout est personnalisable, aussi bien les voitures que votre garage ou votre pilotes.Bref par rapport au 1er tout est mieux, ils ont écouté la comu et c'est tant mieux, bravo !J'aurais mis 17 voir 18/20 si l'avis des joueurs n'était pas pourris par des avis mensonger et des notes ridicules!Vous cherchez un jeu fun et sans prise de tête avec beaucoup de contenu c'est ce jeu de voiture qu'il vous faut20/20 pour remonté un peu la note vu le nombre de haters sur jvc qui n'ont même pas le jeu et postes des avis affabulatoires et mensonger avec une notes grotesque dans l'unique but de descendre gratuitement le jeu et je rappelle a jvc que posté un avis avec des propos purement mensonge dans l'unique but de descendre un jeu pour le plaisir c'est hors charte et ban immédiat , alors merci de faire respecter les règles et d'éffacer tous les avis négatifs qui sont purement mensonger !",terminator5975,LOW
1069,The Crew 2,"Bonjour,
Pour moi c'est un 20/20 depuis que je suis passé de xbox sur ps4, aucun jeu valable de course ou on se balade sur les routes comme forza horizon et là je retrouve ce délire, le graphismes sont moins bien mais le kiff est la, pour moi le seul valable sur ps4.",titi742,LOW
1070,The Crew 2,"Après près de 20 heures passées sur le jeu, pour une fois je me décide à laisser un avis. J'ai acheté le jeu lors d'une grosse promo pour une poignée d'euros (les doigts d'une main) et je me régale. J'avais déjà ""The Crew"" n°1, refilé gratuitement il y a quelques temps lors d'un anniversaire Ubisoft, et je ne comprends pas ceux qui critiquent les graphismes. Je les trouve plutôt meilleurs sur TC2, en particulier sur PC, avec un framerate beaucoup plus stable et certains effets (flaques d'eau notamment) mieux rendus. Pour un jeu qui est sorti 5 ans après environ, on aurait pu s'attendre à une meilleure qualité, mais TC1 avait été déjà considérablement amélioré avec un des DLC (Wild Run je crois).
J'apprécie énormément la quantité de circuits, d'environnements, de voitures et de types d'activités. La moto est clairement l'une des moins bonnes, mais côté avion c'est pas mal, et côté bateaux, il y a certaines activités très sympa.
Pas trop de DLC à la c... comme dans TC1, en ponçant un peu le jeu, on débloque plutôt vite les voitures nécessaires au déblocage de toutes les activités. C'est plutôt stimulant.Bref, mon avis est sur PC avec une bonne config (60FPS stable, d'ailleurs c'est dommage c'est le jeu qui limite en ne proposant que 30FPS ou 60 FPS), et en 2021 donc avec toutes les extensions et ajouts de circuit : je trouve le jeu excellent, je m'y amuse même plus qu'avec Forza Horizon. Pas besoin de rouler d'un point à un autre, on accède directement aux épreuves si on ne veut pas perdre de temps, et avoir le choix entre tout un tas d'activité permet de s'amuser sans se lasser. J'ai beaucoup apprécié certaines ""longues"" épreuves (j'ai fait une course entre les 2 côtés des USA qui a duré 35 minutes environ) et les épreuves ""mixtes"" avec des enchainements rigolos dans la même course entre voiture / bateau / avion.Ubisoft a fait un très bon boulot, on peut profiter du jeu sans débourser forcément un tas de pognon (sauf si on veut toutes les voitures), et les différents niveaux de difficulté permettent de trouver les conditions propices à une course stimulante. J'espère qu'il y aura un The Crew 3 dans quelques années ...",ben1977_78,LOW
1071,The Crew 2,"J'en ai marre de ces rednecks qui viennent pisser sur le jeu gratuitement sous prétexte qu'il y a pas de multi et sans doute aussi par Ubi-bashing vu que visiblement c'est devenu la norme d'être aussi désinvolte et de dégommer absolument tout et n'importe quoi.Certes c'est pas le plus beau jeu, mais sa map est immense, le terrain est vraiment dingue! La conduite de chaque véhicule est honnête et les sensations de vitesse sont énormes, c'est pas parce que vous vous prenez chaque mur du fait de votre incapacité à conduire que la conduite en devient mauvaise. Arrêtez la médisance sérieux",kapunera,LOW
1072,The Crew 2,"Mais c'est quoi ces gens qui foutent des 0 et des 5 bordel  The Crew 2 est une bonne trouvaille supérieure en tous points au premier opus : la conduite est au-dessus, les graphismes le sont également et surtout les sensations de vitesse sont bluffantes! Faut arrêter les conneries certains",Markiplier75,LOW
1073,The Crew 2,"VERSION PCThe Crew 2, à la sortie, tout le monde en parlait en mal, alors je ne l'ai pas acheté. Et là mi-septembre 2020, je le vois à 10 € pour ce prix, j'ai tenté le coup. Et bien, moi qui ai joué à Forza Horizon 4, je ne regrette absolument pas l'achat de TC2. Certes niveaux graphismes et conduite on est très loin de FH4 mais quel plaisir de jeu !Carte immense, contenu immense, personnalisation en tout genre, possibilité d'exposer ces voitures dans un garage, du nouveau contenu chaque semaine avec des récompenses à la clés sans parler du fait qu'une ""saison 3"" arrive pour 2021 avec l'arrivée de la police, etc. Le fait de loot des améliorations à la The Division notamment est un plus pour moi qui aime ""farmer"". Si je ne m'étais pas fié aux avis à la sortie du jeu, le jeu aurait été dans ma bibliothèque depuis la sortie.A comparer, je préfère de loin TC2 que FH4 qui je trouve est trop répétitif et ennuyeux. (cela reste mon avis)",blaziing,LOW
1074,The Crew 2,"Nan mais epyon..... pas beau ??? Achete toi une one x, au lieu de jouer avec une ps fat sur un écran cathodique ! Super beau, pas un bug, map de ouf, super fun.... n importe quoi ce test",darksoulsfan,LOW
1075,The Crew 2,"Le jeu a une bonne maniabilité, est très réaliste, à une histoire endiablé, sans problème connexion seulement 3 jours après sa sortie. Rien à dire. La plupart des véhicules que l'on connaît est inclus dans The Crew 2. De plus, la carte reflète bien les États-Unis. Le fait de pouvoir conduire un avion puis une voiture en passant par un bateau est juste génial. Cela me rappelle Steep lorsque que l'on pouvait faire du snowboard puis du ski. Or je met 19 car pour les joueurs de The Crew 1, refaire les USA est un peu redondant. Or la carte est très grande dans sa me convient. Pour ceux qui jouent à The Crew 2 sans avoir jour à The Crew 1 vous serez purement satisfait. Moi qui est un fan de voitures, ce jeu remplis mon bonheur.",Hudizok,LOW
1076,Les Aventures Extraordinaires de Captain Spirit,"Le retour de l'univers de Life is strange, les graphismes excellent, la musique excellent. La fin je l'ai trouver très belle, on peut me traiter de fanboy pour le 20 mais franchement c'est gratuit et c'est tellement incroyable de revoir Life is strange et sa me hype beaucoup pour le 2. J'ai hâte !",tomataque,LOW
1077,Conan Exiles,"Tout simplement excellent, un potentiel de fou, un suivie qui a été jusqu'à présent tres réactif j espère que ça continuera en ce sens. La possibilité de pouvoir raid les base d autres joueurs est évidemment un très bon point, le système d esclavage la religion... enfin dans la globalité il est très complet et les mécanique du jeu son efficace, reste à fixé quelque bug mais quelle bonne surprise que ce Conan.",Worx2a2b,LOW
1078,Conan Exiles,Bug de déconnexion quand on arrive sur un serveur non officiel merci de régler le bug car il m'est impossible de jouer.                                    .,Matys34,LOW
1079,Conan Exiles,"Conan exilés reste un de mes jeu fétiche , le test de JV dit qu’il va peut être changer sa note si le jeu évolue et ça a été le cas ...mais la note n’a pas bougé . Oui il y a encore quelques bugs mais ça n’entame pas un plaisir d’immersion bien réel .",alexmex050673,LOW
1080,Conan Exiles,"Ce jeu est incroyable ! La liberté totale, une carte gigantesque et bien remplie, une vrai immersion..Bref un potentiel énorme... Beaucoup de bugs c'est vrai mais les développeurs sont très réactifs, ils en ont réglés quelques-un et améliorerons tout ca au fur et à mesure j'en suis sure.. Pour moi c'est Ark en 10 fois mieux c'est claire ! Je met 20 pour remonter le 13 là franchement il mérite pas cette note.. Laissez lui quelques mois et ca sera le feu ultime ! Esperons qu'ils augmente la capacité des serveurs..40 c'est vraiment light..",DouglasVanderln,LOW
1081,Conan Exiles,"Ça fait 20 ans que je joue et je n' ai jamais été autant accro à un jeu.Il est juste parfait !
En point positif je mettrais :-immersion incroyable
-le choix de l univers Barbar de Conan
-possibilité de craft ENORME
-carte gigantesque
-le multi hyper fun
-les graphismes magnifiques pour un open World multi !!!
-plusieurs biodomes différents au top
-des boss immenses et redoutable
-des dieux carrément !
-du gore
-on peut faire de l esclavagisme (incroyable !)
-on peut se balader à poil !
-les musiques sont épiques (bo de Conan)
-sentiment d aventure non stop
-on peut tout escalader
-je m arrêtes là y'a trop de bien à direIl y a encore des petits bugs mais c est rien comparé à tout ce qu amène ce jeux et en plus les dev travaillent d arrache pied pour corriger et améliorer leur bébé.Ce jeux est un must have. Niveau survie c est tout simplement le meilleur jeux jamais réalisé. Il joue à fond sur le ""demmerde toi"" et donne l impression qu on a zéro limite ! (Tant qu on est pas lvl60 lol) Ce titre est vraiment original et propose un  paquet d idées encore jamais vu dans le jeux vidéo. En plus de ça les dev posent leurs couilles sur la table avec des mécaniques borderline qui rendent le tout badass as Fuck ! Pour moi il n' y a que lui qui mérite le goty pour l instant, et loin devant tout ce qui est déjà sortie cette année tant l innovation est remarquable. Ça fait du bien de revoir enfin un jeu avec une âme et pas un copier coller de copier coller au gameplay surexploité. Bravo Funcom 👏👏👏",Blond57,LOW
1082,Conan Exiles,"Un potentiel incroyable, une immersion réussi, un jeu mature. Je l'ai découvert que récemment et c'est le meilleur sand/survival box . Je ne mettrai pas la note maximal pour les quelques bugs , mais si les devs continus à mettre à jour leur contenu régulierement j'ai encore de longues heures prévues sur ce jeu.",Styl_v1,LOW
