,game,platform,comment,username,grade,comment_normalized,compound_vader
10267,Until Dawn,PlayStation 4,"Until Dawn est juste magnifique ce jeux ma marqué.(Graphisme):époustouflant.
Gameplay: Le jeux est facile a prendre en main pas de soucis avec sa.
Histoire du jeux: Une histoire a coupé le souffle c'est vraiment super.
Les Choix : son vraiment bien fait en terme de réussir ou échoué.
J'adore vraiment le jeux direct 20/20.",perliberta,20,until dawn juste magnifique jeux marquégraphismeépoustouflant gameplay jeux facile prendre main soucis histoire jeux histoire coupé souffle cest vraiment super choix vraiment bien fait terme réussir échoué jadore vraiment jeux direct 2020,0.8622
10305,Until Dawn,PlayStation 4,"Wowwww génial, rien à redire j'ai adoré ! Ce jeu est une pure merveille. Très bon personnages, très bonne histoire. LE twist est terrible !20/20 meilleur jeu d'horreur",Pseudo supprimé,20,wowwww génial rien redire jai adoré jeu pure merveille très bon personnages très bonne histoire twist terrible 2020 meilleur jeu dhorreur,0.9142
10332,Until Dawn,PlayStation 4,"Les points positifs:
• Le statut du personnage dans le menu, détaillant son trait de caractère et ces affinités (évolutives) avec les autres...
• Une version Française excellente.
• Les courts passages avec l’analyse entre deux scènes sont brillants, avec un acteur charismatique pour l’incarner: Peter Stormare (Armageddon, Prison breack, Minority report, Weeds, etc).
• Graphiquement joli, particulièrement les visages très réussis.
• Histoire et dialogue haut de gamme.
• La technologie de la manette est utilisée à plusieurs reprises.
• Des personnalités extrêmement bien travaillé.
• Du contenu bonus comme on en trouve souvent pour les films, mais c’est beaucoup plus rare dans les jeux vidéos. On peut voire les acteurs s’exprimer sur leur personnage, en apprendre plus sur la conception d’une scène, sur la bande-son, etc...
• Les angles de caméra rendent le jeu plus immersif et... flippant ! D’ailleurs, beaucoup de passages font sursauter, excellent !
• La mise en scène avec les différents protagonistes.
• Une bande-son qui nous plonge dans l’angoisse, je conseil de vivre l’expérience avec un casque audio, frissons garanti ! Les points négatifs:
• Quelques très rares lenteurs scénaristiques.",-play4fun-,19,point positifs statut personnage menu détaillant trait caractère affinités évolutives autres version française excellente court passage lanalyse entre deux scènes brillants acteur charismatique lincarner peter stormare armageddon prison breack minority report weed etc graphiquement joli particulièrement visage très réussis histoire dialogue haut gamme technologie manette utilisée plusieurs reprises personnalités extrêmement bien travaillé contenu bonus comme trouve souvent film cest beaucoup plus rare jeux vidéos peut voire acteurs sexprimer personnage apprendre plus conception dune scène bandeson etc angle caméra rendent jeu plus immersif flippant dailleurs beaucoup passage font sursauter excellent mise scène differentérents protagonistes bandeson plonge langoisse conseil vivre lexpérience casque audio frisson garanti point négatifs quelques très rares lenteurs scénaristiques,0.9373
10365,Until Dawn,PlayStation 4,"Et dire que j'ai failli passé à côté de ce jeu par rapport au test de jvc et bien je ne regrette pas mon achat ! Il est excellent,  l'ambiance sonore , les personnages etc. ... Tout y est ! ! Les possibilités sont grandes , les choix ont un vrai impact sur l'histoire c'est très plaisant .",jNvA,19,dire jai failli passé côté jeu rapport test jvc bien regrette achat excellent lambiance sonore personnages etc tout possibilités grandes choix vrai impact lhistoire cest très plaisant,0.5095
10370,Until Dawn,PlayStation 4,"Je viens de passer 2 heures sur ce jeu absolument génial. Je lui mets 20 pour gonfler cette note absurde de 15 de ce site (18 ou 19 c'est bien). Je ne savais pas du tout sur quoi j'allais tomber et je suis très agréablement surpris. J'aime un peu tous les styles de jeu et reste assez ouvert sur ce que les éditeurs veulent nous vendre. Je ne comprends absolument pas que ce jeu ne soit pas mieux noter par les  animateurs de ce site. C'est sur, ce n'est pas un call of duty (j'en reparle juste après : activision ou son jumeau Treyarch).
Dans ce jeu, il y a tout ce que l'on peut attendre lorsqu’on se met dessus :
Une ambiance joliment amenée, une énorme affinité avec les personnages, avec la mise en scène, la trame et l'histoire. Une narration plus que prenante. Une qualité graphique incroyable (ce n'est que mon avis, il y a surement mieux, c'est clair, sachant que mon pc est doté d'une geforce 1080, je confirme il y a toujours plus beau).
Tout est bien là, et un petit 15 de la part des testeurs !
Je joue beaucoup sur PC sur des jeux que je peux faire passer en 3D vision grâce à la petite communauté du site d'helixmod. Le fait de mettre un jeu moyen en 3D lui apporte un plus non négligeable pour l'immersion. Je ne pensais pas revenir sur la 2D de si tôt et pourtant j'ai trouvé des jeux chez sony qu'il n'y a pas sur PC (until dawn bien sur, uncharted 4 (j'avais déjà fait le 1 et le 2, j'ai mis le 4 en pause pour faire le 3), the last guardian (une petite perle avec quelques défauts), god of war 1 - 3 (une certaine impatience m'anime après avoir vu une vidéo du 4 ....), the last of us remastered (j'adore). Pour revenir à until dawn, ce jeu m'apporte du rêve, me fait décrocher de la ou je me suis installé pour jouer (c-a-d de mon canapé  ), m'emporte complètement dans l'histoire, j'aurais pu être l'un de ces personnages dans une vie parallèle et c'est ce qui fait que ce jeu sort du lot. C'est vraiment ce que l'on recherche lorsqu'on allume la console ou le PC alors pourquoi une note si basse ? Je ne comprends pas. Il y a d'autres jeux dans ce cas de figure c'est à dire sous noté par ce site, ce n'est pas le seul. Personnellement, je viens sur ce site pour 2 choses :
Me tenir informé sur les nouveautés et lire les avis des différents joueurs, je ne lis même plus leurs tests qui ne sont plus objectifs et qui n'ont plus aucune valeur. Revenons à activision et treyarch.
Leurs jeux sont superbes, je n'ai rien à redire la dessus. C'est juste une série qui n'en fini plus et cela devient rageant. Sans l’appât du gain, on aurait eu droit (toutes ces dernières années) à des jeux exceptionnels mais non, ils sont restés sur un truc qui tourne et qui rapporte du fric. Personnellement, je me suis arrêté à modern warfare 2 (sur lequel j'ai passé énormément de temps) et j'en suis ravi (autant du temps passé dessus que le fait d'avoir stoppé la série pompe fric).
Je vous invite à remonter dans le temps et à réfléchir sur l'apparition des season pass. Ces deux acteurs du jeu vidéo ne sont pas étranger à ce nouveau phénomène. Combien parmis vous ont acheté des season pass inintéressants? je pense qu'il y en a beaucoup, moi le premier.
Regardez le prix des jeux en général et comparez le aux prix des jeux call of duty (cela peut monter à des sommes astronomique).
Regardez le prix des extensions en général et comparez le à celui des extensions des jeux call of duty.
Regardez maintenant le prix des jeux en promotion en général et comparez le au prix en promotion des jeux call of duty (en moyenne 30% c'est rare si le jeu n'a pas plus d'un an chez activision, treyarch je ne sais pas trop mais ça ne doit pas être très loin de ce %).
Regardez le prix d'un call of duty en 2003 et comparez le au prix du call of duty de chaque année.
A chacun ses réflexions, je vous invite à méditer sur tout cela.
Le problème qui se pose, c'est que tous les autres éditeurs prennent le pas. Les jeux deviennent de plus en plus chers. Encore plus grave, à l'heure d'aujourd'hui, on nous appâte avec 2 ou 3  conneries pour acheter le jeu des mois à l'avance alors qu'il n'est même pas sorti. On ne sait pas comment va être le jeu mais on précommande ... ?? On risque même de passer à côté d'une promotion sur la sortie, lol, c'est c.o.n.
Nous marchons sur la tête et les éditeurs en sont bien conscients. Eux, ils ne marchent pas, ils se font porter.
Bref, tant qu'il y aura des gens pour faire vivre ces firmes, l'industrie du jeu vidéo n'avancera pas beaucoup. On a l'impression d'avoir mieux chaque année, les technologies  progressent  mais certainement pas l'innovation et UNTIL DAWN fait parti des jeux qui innovent alors messieurs remettez vous en question, faites votre travail de journaliste et regagnez cette objectivité que vous aviez dans le temps, regonflez cette note absurde de 15 !!!! J'attends avec impatience le call OFF",lenyskills,20,viens passer heures jeu absolument génial mets gonfler cette note absurde site cest bien savais tout quoi jallais tomber très agréablement surpris jaime peu tous style jeu reste assez ouvert éditeurs veulent vendre comprends absolument jeu mieux noter animateurs site cest nest call duty jen reparle juste après activision jumeau treyarch jeu tout lon peut attendre lorsquon met dessus ambiance joliment amenée énorme affinité personnages mise scène trame lhistoire narration plus prenante qualité graphique incroyable nest avis surement mieux cest clair sachant doté dune geforce 1080 confirme toujours plus beau tout bien petit part testeurs joue beaucoup jeux peux faire passer vision grâce petite communauté site dhelixmod fait mettre jeu moyen apporte plus non négligeable limmersion pensais revenir tôt pourtant jai trouvé jeux chez sony quil until dawn bien uncharted javais déjà fait jai pause faire the last guardian petite perle quelques défauts god war certaine impatience manime après avoir vidéo the last remastered jadore revenir until dawn jeu mapporte rêve fait décrocher installé jouer cad canapé memporte complètement lhistoire jaurais être lun personnages vie parallèle cest fait jeu sort lot cest vraiment lon recherche lorsquon allume console alors pourquoi note basse comprends dautres jeux figure cest dire sou noté site nest seul personnellement viens site choses tenir informé nouveautés lira avis differentérents joueurs plus leurs test plus objectifs nont plus aucune valeur revenons activision treyarch leurs jeux superbes nai rien redire dessus cest juste série nen fini plus cela devient rageant sans lappât gain droit toutes dernières années jeux exceptionnels non restés truc tourne rapporte fric personnellement arrêté modern warfare lequel jai passé énormément temp jen ravi autant temp passé dessus fait davoir stoppé série pompe fric invite remonter temp réfléchir lapparition season pas deux acteurs jeu vidéo étranger nouveau phénomène combien parmis acheté season pas inintéressants pense quil beaucoup premier regardez prix jeux général comparez prix jeux call duty cela peut monter astronomique regardez prix extension général comparez celui extension jeux call duty regardez maintenant prix jeux promotion général comparez prix promotion jeux call duty moyenne cest rare jeu plus dun chez activision treyarch sais trop doit être très loin regardez prix dun call duty 2003 comparez prix call duty chaque année chacun réflexions invite méditer tout cela problème pose cest tous autres éditeurs prennent jeux deviennent plus plus chers encore plus grave lheure daujourdhui appâte conneries acheter jeu mois lavance alors quil nest sorti sait comment être jeu précommande risque passer côté dune promotion sortie lol cest con marchons tête éditeurs bien conscients marchent font porter bref tant quil gen faire vivre firmes lindustrie jeu vidéo navancera beaucoup limpression davoir mieux chaque année technology progressent certainement linnovation until dawn fait parti jeux innovent alors monsieur remettez question faites travail journaliste regagnez cette objectivité temp regonflez cette note absurde jattends impatience call off,0.9939
10371,Until Dawn,PlayStation 4,"J'adore ce jeux! Il est super et c'est pour ça qu'il mérite un 20/20. Les personnages sont bien décrit, le jeu aussi. Il est parfait 👍🏼
Avec ma sœur on y joue à tous les Halloween 👻",Chewbacca1711,20,jadore jeux super cest quil mérite 2020 personnages bien décrit jeu aussi parfait sœyou are joue tous halloween,0.6996
10389,Until Dawn,PlayStation 4,"Excellent ! Très bonne rejouabilité, des tas de choix possibles, une histoire plutôt sympa et une ost très intense.
 Le jeu m'a vraiment plu et il m'a souvent fait peur du coup je note 19/20 car je me suis bien amusé.",_Ouroukail_,19,excellent très bonne rejouabilité choix possible histoire plutôt sympa ost très intense jeu vraiment plu souvent fait peur coup note 1920 car bien amusé,0.9149
10396,Until Dawn,PlayStation 4,"Film interactif certe, mais très bon et qui manque depuis BEYOND Graphiquement ce jeux est correct sans éblouir non plus, la ps4 peux mieux faire, l'idée des totems est bien pensé tout comme les effets papillons que j'adore d'ou le gros point fort du jeux, ces embranchement.L'ambiance est travaillée bien produit, on ce met facilement  dans la peau de chaque protagoniste charismatique et apathique qu'on contrôle tour par tour, mais qui ont un contrôle assez lourd et bordélique selon les déplacements, mais pas gênant pour le type de jeux que c'est.Il fait pas si peur malgré son ambiance de film d'horreur, mais arrive tout de même à nous surprendre lors de certain passage ou on est détendu, d'ailleur, je conseille fortement de jouez avec un son assez fort ou carrément l'home cinema.Le scénario est simple mais bien pensé avec de bon nombre d'hommage ou de référence à de très bon film avec des retournements qui frime.Les jumpscares plairront aux nostalgiques des années 90.Ma note final 17/20. Même si beaucoup critique en pointant du doigt comme un film interactif il n'en reste qu'il soit plaisant tout comme tout autres jeux et qui ce fait rare . Justement il en manque des jeux de ce style qui existé bien avant, mais rarissime.Mais je met 20/20 pour les mauvaises notes sans raison ni argument comme le débile qui dit aimer la xbox one en mettant 0/20",phoenix-man,20,film interactif certe très bon manque depuis beyond graphiquement jeux correct sans éblouir non plus ps4 peux mieux faire lidée totem bien pensé tout comme effets papillon jadore dou gros point fort jeux embranchementlambiance travaillée bien produit met facilement peau chaque protagoniste charismatique apathique quon contrôle tour tour contrôle assez lourd bordélique selon déplacements gênant type jeux cestil fait peur malgré ambiance film dhorreur arrive tout surprendre lors certain passage détendu dailleur conseille fortement jouez assez fort carrément lhome cinemale scénario simple bien pensé bon nombre dhommage référence très bon film retournements frimeles jumpscares plairront nostalgiques années 90ma note final 1720 beaucoup critique pointant doigt comme film interactif nen reste quil plaisant tout comme tout autres jeux fait rare justement manque jeux style existé bien avant rarissimemais met 2020 mauvaises note sans raison argument comme débile dit aimer xbox one mettant 020,0.7893
10397,Until Dawn,PlayStation 4,"Je kiffe ce jeu! Il est très bien foutu. La bande son est extra ainsi qu'une ambiance géniale , les graphismes beaux, scénario bien ficelé. J'ai l'impression de regarder un film d'horreur, je sursaute, je vis l'aventure avec les perso, y a de la tension, du suspens...enfin comme un bon film quoi. Certaines scènes me font penser à saw. Il faut le faire dans le noir, casque sur les oreilles et le son assez élevé. C'est nous qui contrôlons les évènements et nos choix sont importants et décisifs. On s'attache à des personnages et on ne veut pas qu'il meurt mais...quand il y a un choix a faire...j'aimerais pas être dans ce film...heu...jeu pardon, ;-p.  Je le conseille à tous ceux qui aiment les films d'horreur avec une histoire et qui ont une certaine sensibilité. Les autres, qui ont peur de rien, passez votre chemin car vous trouverez toujours a dire pouah ça fait pas peur...question de sensibilité je dis. Moi j'adore et passe un très bon moment ou plutôt mauvais.",ptitebetepoilue,19,kiffe jeu très bien foutu bande extra ainsi quune ambiance géniale graphismes beau scénario bien ficelé jai limpression regarder film dhorreur sursaute laventure perso tension suspensenfin comme bon film quoi certaines scènes font penser saw faut faire noir casque oreilles assez élevé cest contrôlons évènements choix importants décisifs sattache personnages veut quil meurt maisquand choix fairejaimerais être filmheujeu pardon conseille tous ceux aiment film dhorreur histoire certaine sensibilité autres peur rien passez chemin car trouverez toujours dire pouah fait peurquestion sensibilité dis jadore passe très bon moment plutôt mauvais,0.8578
10411,Until Dawn,PlayStation 4,"Un jeux excellent. Il encore meilleur quand on y joue avec des amis. L'histoire est prenante, les personnage sont magnifique il y a un travail formidable sur la qualité et l'image. L actrice Hayden Panettiere est identique j'ai étais bluffe par les graphismes. Je le conseille vivement au  amateur de thriller genre film d'horreur. Les intrigues sont excellente et les interactions et les totem sur la mort des persos peuvent vous aide à changé la destiné.: il mérite 20/20",armitage13,20,jeux excellent encore meilleur quand joue amis lhistoire prenante personnage magnifique travail formidable qualité limage actrice hayden panettiere identique jai bluffe graphismes conseille vivement amateur thriller genre film dhorreur intrigue excellente interaction totem mort persos peuvent aide changé destiné mérite 2020,0.9764
10418,Until Dawn,PlayStation 4,"Je n'ai pas pour habitude de critiquer une note de test , d'une part car une note est assez subjective et d'autre part ici , la note de 15 n'est pas non plus une note super basse.Cependant , et c'est le problème sur ce site , des jeux biens plus bâclés ou en kit se voit souvent avoir des notes supérieurs donc le 15 est extrêmement sévère , pourquoi ?  Je n'i trouvé que 1.5 défauts au jeu : - Le demi défaut vient de la synchro entre les voix et les bouches de temps en temps , demi défaut car inexistant si on joue en VOSTFR- Le vrai défaut est pour moi qu'il n'est pas assez long , l'histoire est tellement prenante qu'on j'aurai aimé au moins 5 chapitres de plus pour approfondir les relations entres les personnes par exemple ou surtout , que la trame principale avance plus lentementSinon pour moi ce jeu est une claque , étant un fan absolue des films d'horreur , ce jeu arrive a mettre une ambiance de films d'horreur old school et pas les navets actuels , pour moi c'est , en attendant la sortie de Fallout 4 entre autre , le meilleur jeu de PS4 avec Witcher 3 et Bloodborn , je recommande et j'attend une suite :p",MetiSsLo,19,nai habitude critiquer note test dune part car note assez subjective dautre part ici note nest non plus note super bassecependant cest problème site jeux biens plus bâclés kit voit souvent avoir note supérieurs donc extrêmement sévère pourquoi trouvé défauts jeu demi défaut vient synchro entre voix bouches temp temp demi défaut car inexistant joue vostfr vrai défaut quil nest assez long lhistoire tellement prenante quon jaurai aimé moins chapitres plus approfondir relation entres personnes exemple surtout trame principale avance plus lentementsinon jeu claque fan absolue film dhorreur jeu arrive mettre ambiance film dhorreur old school navets actuels cest attendant sortie fallout entre autre meilleur jeu ps4 witcher bloodborn recommande jattend suite,0.8845
10430,Until Dawn,PlayStation 4,Ce jeu est une bombe je pense que c'est l'un des meilleurs jeux sur ps4 pour le moment le survival horror marche très bien le film interactive est juste génial très bon histoire je trouve que les choix qu'on peut faire tuer ou vivre le personnage est juste génial rien a dire 20/20,Ricardo14,20,jeu bombe pense cest lun meilleurs jeux ps4 moment survival horror marche très bien film interactive juste génial très bon histoire trouve choix quon peut faire tuer vivre personnage juste génial rien dire 2020,-0.5583
10443,Until Dawn,PlayStation 4,"Until Dawn est le jeu d'horreur par excellence.J'ai fini hier par le platiner et malgré le fait que je connaisse l'histoire quasiment par cœur, j'ai toujours le sursaut quand je vois quelque chose surgir d'un côté ou d'un autre. L'ambiance est basée sur vos propres ressentis et suivant les choix que vous ferez avec le psy, certains ""paysages"" changeront pour vous mieux vous mettre mal à l'aise quand la situation sollicite d'avantage votre vigilance.
La jouabilité est fluide et depuis mon achat, je n'ai fait face qu'à un seul bug qui m'a amené à redémarrer le jeu.
Concernant la bande son, je dirais que la musique est un personnage à part entière et qui respecte parfaitement le registre des purs films d'horreur.
Le seul bémol de ce jeu, c'est le casting : pourquoi sont-ils tous beau ? Je veux dire on a la garce, le bogoss, la blonde qui sait qu'elle est canon, la fille qui est jolie mais que le sait pas, le mec qui aime bien faire les blagues, le mec à lunettes, le sportif et la fille qui pourrait limite être considérée comme l'héroïne du jeu. Malheureusement, parmi tout ce petit groupe, il n'y en a aucun qui soit ne serait-ce que légèrement enrobé. Pourtant, ça se passe aux Etats Unis, le pays des fast-food quoi ! Enfin, dit comme ça, c'est du troll mais en y repensant, c'est quand même le petit moins à mes yeux qui mérite ce point en moins.En tous cas, si vous aimez les ambiances d'effroi où vous sursauterez à chaque bruit ou que vous hésiterez avant d'ouvrir telle ou telle porte, ce jeu est fait pour vous.",lightner6668,19,until dawn jeu dhorreur excellencejai fini hier platiner malgré fait connaisse lhistoire quasiment cœyou are jai toujours sursaut quand vois quelque chose surgir dun côté dun autre lambiance basée propres ressentis suivant choix ferez psy certains paysages changeront mieux mettre mal laise quand situation sollicite davantage vigilance jouabilité fluide depuis achat nai fait face quà seul bug amené redémarrer jeu concernant bande dirais musique personnage part entière respecte parfaitement registre purs film dhorreur seul bémol jeu cest casting pourquoi sontils tous beau veux dire garce bogoss blonde sait quelle canon fille jolie sait mec aime bien faire blagues mec lunette sportif fille pourrait limite être considérée comme lhéroïne jeu malheureusement parmi tout petit groupe aucun seraitce légèrement enrobé pourtant passe etats unis pay fastfood quoi enfin dit comme cest troll repensant cest quand petit moins yeux mérite point moinsen tous aimez ambiance deffroi sursauterez chaque bruit hésiterez avant douvrir telle telle porte jeu fait,0.9772
10448,Until Dawn,PlayStation 4,"Points positifs : - L'histoire très bien pensée, avec des tas de possibilités pour la changer, le jeu s'adapte à nous. On découvre la vraie histoire petit à petit et on en veut toujours plus.
- Les graphismes superbes.
- Purée qu'est-ce que j'ai flippé dans le noir avec mon casque tout seul, j'aurais pas pensé qu'il était aussi effrayant.
- Les personnages (presque) tous très attachants.
- La musique ""O Death"" que j'adore ahah.Point négatif : L'histoire un peu courte, c'est vrai on en veut toujours plus de ce genre de jeux.          19/20 mérité",titoufff,19,point positifs lhistoire très bien pensée possibilités changer jeu sadapte découvre vraie histoire petit petit veut toujours plus graphismes superbes purée questce jai flippé noir casque tout seul jaurais pensé quil aussi effrayant personnages presque tous très attachants musique death jadore ahahpoint négatif lhistoire peu courte cest vrai veut toujours plus genre jeux 1920 mérité,-0.1801
10454,Until Dawn,PlayStation 4,"Premièrement, ce test se divisera en plusieurs ""étapes"".I - GraphismesLa motion capture est impeccable, le jeu est beau , les personnages sont modélisés a la perfection et bordel, c'est tellement agréable visuellement.II - HistoireL'histoire au départ, c'est un bête slasher.
Une blague qui tourne mal, une disparition.
1 an plus tard, 8 personnes reviennent.
Mais un tueur est a leur recherche.Scénario typique mais ça marche.
On pourrait croire que le jeu est basé sur cela, mais le second acte qui est le plus intense est très bien amené et dérive du slasher pour nous apporter dans le fantastique, pour nous faire beaucoup plus angoisser et montrer nos peurs.L'histoire est aussi bien car les choix que l'on fait ont vraiment une grosse importance dans ce type de jeu.
Par exemple, SpoilAfficherMasquerle moindre QTE raté peut coûter la vie d'une personne.
Ou alors décider de tirer sur quelqu'un d'autre, mais possibilité que la personne se retourne contre vous. 
En fait, pour Until Dawn c'est exactement ce que je cherchais.
Ils ont vraiment fait l'histoire qui me convenait.
Une partie Slasher qui est vraiment jouissif, puis une partie Wendigo qui est très bien amenée et très flippante.
Surtout le point que j'ai le plus aimé c'est SpoilAfficherMasquerl'intrigue des mineurs, des soeurs et des Wendigos, qui finissent par tous se rejoindre puis former un seul et même point. 
Les histoires changent pour chacun car personne n'a les mêmes choix, ni les mêmes personnes en vie.III - Bande SonGros point fort.
L'OST fait vraiment angoisser car parfois elle peut monter, donc tu t'attends à ce qu'il y-ait vraiment un truc qui va arriver, mais non.
Donc tu angoisses et c'est quand tu ne t'y attends pas que quelque chose surgit, donc le jeu réussit la où beaucoup de jeux/films n'y arrivent pas.
C'est pour moi un vrai coup de maître pour la bande-son car en plus d'être géniale, c'est un grand hommage au cinéma d'horreur mais surtout une bonne grosse angoisse a chaque écoute.IV - PersonnagesOn pourrait penser a des personnages clichés, mais chaque personnage a une évolution qui est vraiment un très bon point sur le jeu.Matt : Matt est celui que j'aime le moins avec Emily.
Finalement, je ne l'aime pas trop malgré qu'il soit sympa car c'est celui que l'on voit le moins dans le jeu ( selon les choix que nous faisons )
Donc je n'ai pas tellement pu accrocher à lui.Emily : Je penses que les développeurs ont tout fait pour qu'on la déteste.
Et ça à marché !
Vraiment le perso qui est insupportable, égoïste, capricieuse et vraiment méchante.
Donc mélangez tout ça, vous avez Emily.Jessica : Au final, le personnage qui m'a le plus ""Surpris"".
Au début du jeu, je pensais que c'était le personnage qui aurait du avoir le caractère d'Emily mais au final, elle devient vraiment attachante et on vit vraiment les embûches qu'elle sera amenée a surmonter et ça la rend vraiment attachante.Ashley/Chris : Un couple que j'aime bien.
Pas vraiment d'évolution mais les personnages sont sympathiques dès le départ.Sam : De loin mon personnage préféré, et pas que le mien je pense.Déjà, rien que le charisme d'Hayden Pannetiere est un gros +.
Mais c'est le personnage féminin qui ose le plus, qui n'a peur de rien.
Elle est intelligente, sûre d'elle et a une très bonne évolution.Mike : Le garçon un peu méchant au départ qui finira par devenir l'homme badass du groupe.
Prêt a tout pour sauver ses amis, la scène qui m'aura le plus marqué c'est le SpoilAfficherMasquerfinal.
Je n'ai jamais vu un homme avec autant de balls, mais surtout autant de sûreté et il ne stresse pas ! 
Une vraie évolution sympathique, et toutes les scènes que l'on joue avec lui sont vraiment géniales.Et pour finir, Josh :Josh, on pourrait penser que c'est le garçon un peu comique mais aussi chagriné par la perte de ses soeurs.
Mais pendant le jeu, une autre facette de lui se dévoile.
Celle de SpoilAfficherMasquerson rôle dans l'histoire du tueur.
Avoir tout manigancé dans le simple esprit de vengeance tout cela pour faire peur.
Il inventera donc un psy et sombrera dans la folie de + en + a chaque avancée dans le jeu.
Une vraie descente aux enfers se montre pendant le jeu , pauvre Josh.
Rien dans ce jeu ne lui fera vraiment rendre la tête. Donc pour résumer, chaque personne évolue de leur cliché pour devenir un être différent ( selon les choix qu'on fait aussi en fait ).Pour moi , ce jeu est presque parfait, il faudrait ajouter dans le test, les nombreux bonus sur les histoires qui entourent le jeu,  les makings-of mais ça prendrait trop de temps.
Une perle rare qui aura fini par me rendre mon rêve, un jeu d'horreur slasher.ACHETEZ-LE MÉCREANTS.",imagiiixx,19,premièrement test divisera plusieurs étapesi graphismesla motion capture impeccable jeu beau personnages modélisés perfection bordel cest tellement agréable visuellementii histoirelhistoire départ cest bête slasher blague tourne mal disparition plus tard personnes reviennent tueur recherchescénario typique marche pourrait croire jeu basé cela second acte plus intense très bien amené dérive slasher apporter fantastique faire beaucoup plus angoisser montrer peurslhistoire aussi bien car choix lon fait vraiment grosse importance type jeu exemple spoilaffichermasquerle moindre qte raté peut coûter vie dune personne alors décider tirer quelquun dautre possibilité personne retourne contre fait until dawn cest exactement cherchais vraiment fait lhistoire convenait partie slasher vraiment jouissif puis partie wendigo très bien amenée très flippante surtout point jai plus aimé cest spoilaffichermasquerlintrigue mineurs soeurs wendigos finissent tous rejoindre puis former seul point histoires changent chacun car personne mêmes choix mêmes personnes vieiii bande songros point fort lost fait vraiment angoisser car parfois peut monter donc tattends quil yait vraiment truc arriver non donc angoisses cest quand attends quelque chose surgit donc jeu réussit beaucoup jeuxfilms arrivent cest vrai coup maître bandeson car plus dêtre géniale cest grand hommage cinéma dhorreur surtout bonne grosse angoisse chaque écouteiv personnageson pourrait penser personnages clichés chaque personnage évolution vraiment très bon point jeumatt matt celui jaime moins emily finalement laime trop malgré quil sympa car cest celui lon voit moins jeu selon choix faisons donc nai tellement accrocher luiemily pen développeurs tout fait quon déteste marché vraiment perso insupportable égoïste capricieuse vraiment méchante donc mélangez tout emilyjessica final personnage plus surpris début jeu pensais cétait personnage avoir caractère demily final devient vraiment attachante vit vraiment embûches quelle amenée surmonter rend vraiment attachanteashleychris couple jaime bien vraiment dévolution personnages sympathiques dès départsam loin personnage préféré mien pensedéjà rien charisme dhayden pannetiere gros cest personnage féminin ose plus peur rien intelligente sûre delle très bonne évolutionmike garçon peu méchant départ finira devenir lhomme badass groupe prêt tout sauver amis scène maura plus marqué cest spoilaffichermasquerfinal nai jamais homme autant ball surtout autant sûreté stresse vraie évolution sympathique toutes scènes lon joue vraiment génialeset finir josh josh pourrait penser cest garçon peu comique aussi chagriné perte soeurs pendant jeu autre facette dévoile celle spoilaffichermasquerson rôle lhistoire tueur avoir tout manigancé simple esprit vengeance tout cela faire peur inventera donc psy sombrera folie chaque avancée jeu vraie descente enfers montre pendant jeu pauvre josh rien jeu fera vraiment rendre tête donc résumer chaque personne évolue cliché devenir être differentérent selon choix quon fait aussi fait jeu presque parfait faudrait ajouter test nombreux bonus histoires entourent jeu makingsof prendrait trop temp perle rare fini rendre rêve jeu dhorreur slasherachetezle mécreants,0.7765
10458,Until Dawn,PlayStation 4,"Ce jeux est selon moi la meilleure exclu de la PS4 ,
Certes sa durée de vie n'est pas trés élevé quoi que j'ai finit 2 fois le jeux et je pense qu'il me reste encore un grand nombre de possibilités à explorer .
Ce n'est pas un jeux à l'action effréné  là le principe c'est de faire les bon choix qui modifierons le cours du jeux et permettrons de sauver tel ou tel personnage .Par moment certaines actions sont demandé dans un temps donné celle ci consiste a appuyer sur une touche de la manette qui s'affiche à l'écran , ces séquence (trés courte) peuvent elles aussi avoir une grande importance sur la suite du scénario .Bref pour moi until dawn est un jeux d'exploration qui devrait beaucoup plaire au perfectionniste , parcontre ceux qui utilise des soluce etc vont etre déçu",jojo612,19,jeux selon meilleure exclu ps4 certes durée vie nest trés élevé quoi jai finit fois jeux pense quil reste encore grand nombre possibilités explorer nest jeux laction effréné principe cest faire bon choix modifierons cours jeux permettrons sauver tel tel personnage moment certaines action demandé temp donné celle consiste appuyer touche manette saffiche lécran séquence trés courte peuvent elles aussi avoir grande importance suite scénario bref until dawn jeux dexploration devrait beaucoup plaire perfectionniste parcontre ceux utilise soluce etc vont etre déçyou,0.9334
10460,Until Dawn,PlayStation 4,"Ça peut faire beaucoup 20, mais pour ma part ça faisait un moment que j'attendais un jeu de la sorte.
L'ambiance, les graphismes, les personnages, l'histoire.. tout y est ! J'pensais que ce jeu aller être bien et je me suis trompé.. Il est juste énorme.. Une suite et vite !!",TheChrisRdz,20,peut faire beaucoup part faisait moment jattendais jeu sorte lambiance graphismes personnages lhistoire tout jpensais jeu aller être bien trompé juste énorme suite vite,0.3167
10464,Until Dawn,PlayStation 4,Bon ben tout à été dit dans les avis !!! une tuerie sans mauvais jeu de mot....dur de lacher la manette...une experience de jeu peu commune !!! je lui souhaite le succés qu'il mérite!!!,jayday54,19,bon ben tout dit avis tuerie sans mauvais jeu motdur lacher manetteune experience jeu peu commune souhaite succés quil mérite,0.7933
